id_dim_date,state_cd,station_id,sum_veh_count,functional_class,latitude,longitude,state,AVG_temp,AVG_rain,AVG_daylight,AVG_snowfall,day,month,year
7,30,0W-204,1436,3R,45.428609,-105.405028,MT,11.183333333333335,4.083333333333333,50676.28666666666,0.0,28,4,2022
77,12,979933,88560,2U,26.17933,-80.30672,FL,17.05,3.5,39711.66333333333,0.0,15,10,2022
77,53,P22AAA,1312,3R,48.987198,-119.455967,WA,17.05,3.5,39711.66333333333,0.0,15,10,2022
77,53,P09AAA,21864,1R,46.047791,-119.224519,WA,17.05,3.5,39711.66333333333,0.0,15,10,2022
7,53,P05AAA,1983,3R,46.438974,-117.951628,WA,11.183333333333335,4.083333333333333,50676.28666666666,0.0,28,4,2022
34,30,0W-204,1440,3R,45.428609,-105.405028,MT,19.416666666666668,1.4000000000000001,55913.97,0.0,21,6,2022
34,53,P22AAA,1511,3R,48.987198,-119.455967,WA,19.416666666666668,1.4000000000000001,55913.97,0.0,21,6,2022
34,53,P09AAA,23627,1R,46.047791,-119.224519,WA,19.416666666666668,1.4000000000000001,55913.97,0.0,21,6,2022
184,53,P05AAA,1709,3R,46.438974,-117.951628,WA,2.6166666666666667,3.6333333333333333,41884.26666666667,0.0,10,3,2022
188,53,P6AAAA,140040,2U,47.43086,-122.221,WA,19.799999999999997,8.816666666666666,55663.845,0.0,10,6,2022
188,12,979933,105872,2U,26.17933,-80.30672,FL,19.799999999999997,8.816666666666666,55663.845,0.0,10,6,2022
188,30,0W-204,3186,3R,45.428609,-105.405028,MT,19.799999999999997,8.816666666666666,55663.845,0.0,10,6,2022
188,53,P05AAA,2649,3R,46.438974,-117.951628,WA,19.799999999999997,8.816666666666666,55663.845,0.0,10,6,2022
274,53,P22AAA,880,3R,48.987198,-119.455967,WA,-4.1000000000000005,2.316666666666667,31860.346666666668,1.9833333333333334,20,12,2022
202,53,P09AAA,20550,1R,46.047791,-119.224519,WA,10.55,8.516666666666666,42813.26,0.0,15,3,2022
228,30,0W-204,2007,3R,45.428609,-105.405028,MT,1.7666666666666664,0.049999999999999996,39707.435,0.0,26,2,2022
274,53,P6AAAA,111919,2U,47.43086,-122.221,WA,-4.1000000000000005,2.316666666666667,31860.346666666668,1.9833333333333334,20,12,2022
126,53,P09AAA,19807,1R,46.047791,-119.224519,WA,-2.1999999999999997,0.13333333333333333,38986.13833333333,0.5016666666666666,22,2,2022
325,53,P6AAAA,140197,2U,47.43086,-122.221,WA,9.933333333333334,3.1333333333333333,45938.59666666666,0.05833333333333333,1,4,2022
262,53,P6AAAA,123193,2U,47.43086,-122.221,WA,10.516666666666667,2.4166666666666665,43555.885,0.0,19,3,2022
262,30,0W-204,2383,3R,45.428609,-105.405028,MT,10.516666666666667,2.4166666666666665,43555.885,0.0,19,3,2022
262,53,P09AAA,21772,1R,46.047791,-119.224519,WA,10.516666666666667,2.4166666666666665,43555.885,0.0,19,3,2022
262,53,P05AAA,1722,3R,46.438974,-117.951628,WA,10.516666666666667,2.4166666666666665,43555.885,0.0,19,3,2022
149,53,P6AAAA,133291,2U,47.43086,-122.221,WA,26.150000000000002,0.18333333333333335,51629.47,0.0,8,8,2022
94,53,P05AAA,1715,3R,46.438974,-117.951628,WA,6.783333333333334,0.3499999999999999,37925.85333333333,0.19833333333333336,16,2,2022
50,53,P05AAA,1781,3R,46.438974,-117.951628,WA,12.4,0.4833333333333334,37283.79333333333,0.0,29,10,2022
94,12,979933,111945,2U,26.17933,-80.30672,FL,6.783333333333334,0.3499999999999999,37925.85333333333,0.19833333333333336,16,2,2022
149,53,P22AAA,1643,3R,48.987198,-119.455967,WA,26.150000000000002,0.18333333333333335,51629.47,0.0,8,8,2022
50,53,P22AAA,1182,3R,48.987198,-119.455967,WA,12.4,0.4833333333333334,37283.79333333333,0.0,29,10,2022
94,53,P22AAA,1040,3R,48.987198,-119.455967,WA,6.783333333333334,0.3499999999999999,37925.85333333333,0.19833333333333336,16,2,2022
50,12,979933,92803,2U,26.17933,-80.30672,FL,12.4,0.4833333333333334,37283.79333333333,0.0,29,10,2022
149,53,P09AAA,25732,1R,46.047791,-119.224519,WA,26.150000000000002,0.18333333333333335,51629.47,0.0,8,8,2022
94,30,0W-204,2033,3R,45.428609,-105.405028,MT,6.783333333333334,0.3499999999999999,37925.85333333333,0.19833333333333336,16,2,2022
94,53,P6AAAA,131726,2U,47.43086,-122.221,WA,6.783333333333334,0.3499999999999999,37925.85333333333,0.19833333333333336,16,2,2022
264,53,P05AAA,1409,3R,46.438974,-117.951628,WA,2.8666666666666667,0.6833333333333332,32210.203333333335,0.805,9,12,2022
264,53,P09AAA,16166,1R,46.047791,-119.224519,WA,2.8666666666666667,0.6833333333333332,32210.203333333335,0.805,9,12,2022
229,53,P09AAA,21473,1R,46.047791,-119.224519,WA,8.633333333333333,2.066666666666667,43740.48000000001,0.5716666666666668,20,3,2022
229,53,P6AAAA,105265,2U,47.43086,-122.221,WA,8.633333333333333,2.066666666666667,43740.48000000001,0.5716666666666668,20,3,2022
275,53,P22AAA,1105,3R,48.987198,-119.455967,WA,19.133333333333333,7.400000000000001,55708.15166666667,0.0,11,6,2022
275,53,P05AAA,2004,3R,46.438974,-117.951628,WA,19.133333333333333,7.400000000000001,55708.15166666667,0.0,11,6,2022
343,53,P09AAA,10512,1R,46.047791,-119.224519,WA,0.6833333333333331,0.0,32547.293333333335,0.8283333333333333,4,12,2022
190,53,P05AAA,1280,3R,46.438974,-117.951628,WA,3.3333333333333335,1.8166666666666667,35326.986666666664,0.16333333333333333,31,1,2022
343,12,979933,81135,2U,26.17933,-80.30672,FL,0.6833333333333331,0.0,32547.293333333335,0.8283333333333333,4,12,2022
190,53,P22AAA,903,3R,48.987198,-119.455967,WA,3.3333333333333335,1.8166666666666667,35326.986666666664,0.16333333333333333,31,1,2022
275,12,979933,82238,2U,26.17933,-80.30672,FL,19.133333333333333,7.400000000000001,55708.15166666667,0.0,11,6,2022
343,53,P05AAA,972,3R,46.438974,-117.951628,WA,0.6833333333333331,0.0,32547.293333333335,0.8283333333333333,4,12,2022
190,53,P6AAAA,125665,2U,47.43086,-122.221,WA,3.3333333333333335,1.8166666666666667,35326.986666666664,0.16333333333333333,31,1,2022
110,12,979933,84291,2U,26.17933,-80.30672,FL,26.233333333333334,3.216666666666667,49703.06333333333,0.0,20,8,2022
275,53,P09AAA,22116,1R,46.047791,-119.224519,WA,19.133333333333333,7.400000000000001,55708.15166666667,0.0,11,6,2022
110,53,P09AAA,23993,1R,46.047791,-119.224519,WA,26.233333333333334,3.216666666666667,49703.06333333333,0.0,20,8,2022
110,53,P22AAA,1414,3R,48.987198,-119.455967,WA,26.233333333333334,3.216666666666667,49703.06333333333,0.0,20,8,2022
136,53,P6AAAA,137289,2U,47.43086,-122.221,WA,17.35,1.3333333333333333,39889.926666666666,0.0,14,10,2022
136,53,P09AAA,26977,1R,46.047791,-119.224519,WA,17.35,1.3333333333333333,39889.926666666666,0.0,14,10,2022
136,30,0W-204,2785,3R,45.428609,-105.405028,MT,17.35,1.3333333333333333,39889.926666666666,0.0,14,10,2022
57,53,P09AAA,23107,1R,46.047791,-119.224519,WA,11.25,1.45,52373.51500000001,0.011666666666666667,9,5,2022
136,12,979933,115073,2U,26.17933,-80.30672,FL,17.35,1.3333333333333333,39889.926666666666,0.0,14,10,2022
136,53,P22AAA,1690,3R,48.987198,-119.455967,WA,17.35,1.3333333333333333,39889.926666666666,0.0,14,10,2022
144,30,0W-204,3038,3R,45.428609,-105.405028,MT,15.316666666666665,4.016666666666667,55814.495,0.0,14,6,2022
144,53,P05AAA,1742,3R,46.438974,-117.951628,WA,15.316666666666665,4.016666666666667,55814.495,0.0,14,6,2022
144,12,979933,102209,2U,26.17933,-80.30672,FL,15.316666666666665,4.016666666666667,55814.495,0.0,14,6,2022
144,53,P22AAA,1341,3R,48.987198,-119.455967,WA,15.316666666666665,4.016666666666667,55814.495,0.0,14,6,2022
43,53,P22AAA,1008,3R,48.987198,-119.455967,WA,2.966666666666667,0.6333333333333333,35081.706666666665,0.034999999999999996,12,11,2022
32,53,P05AAA,1450,3R,46.438974,-117.951628,WA,7.0,3.85,35839.82833333334,1.4933333333333332,7,11,2022
43,30,0W-204,2241,3R,45.428609,-105.405028,MT,2.966666666666667,0.6333333333333333,35081.706666666665,0.034999999999999996,12,11,2022
43,53,P05AAA,1744,3R,46.438974,-117.951628,WA,2.966666666666667,0.6333333333333333,35081.706666666665,0.034999999999999996,12,11,2022
84,30,0W-204,2618,3R,45.428609,-105.405028,MT,24.933333333333334,0.4666666666666666,47984.78833333333,0.0,30,8,2022
84,12,979933,106877,2U,26.17933,-80.30672,FL,24.933333333333334,0.4666666666666666,47984.78833333333,0.0,30,8,2022
84,53,P22AAA,1602,3R,48.987198,-119.455967,WA,24.933333333333334,0.4666666666666666,47984.78833333333,0.0,30,8,2022
212,53,P09AAA,22166,1R,46.047791,-119.224519,WA,11.116666666666665,0.39999999999999997,44835.84166666667,0.0,26,3,2022
212,53,P22AAA,882,3R,48.987198,-119.455967,WA,11.116666666666665,0.39999999999999997,44835.84166666667,0.0,26,3,2022
31,12,979933,111670,2U,26.17933,-80.30672,FL,19.066666666666666,0.0,41675.431666666664,0.0,4,10,2022
31,53,P09AAA,22525,1R,46.047791,-119.224519,WA,19.066666666666666,0.0,41675.431666666664,0.0,4,10,2022
119,53,P05AAA,2008,3R,46.438974,-117.951628,WA,28.41666666666666,0.6666666666666666,53345.938333333324,0.0,27,7,2022
119,53,P6AAAA,135418,2U,47.43086,-122.221,WA,28.41666666666666,0.6666666666666666,53345.938333333324,0.0,27,7,2022
119,53,P09AAA,25006,1R,46.047791,-119.224519,WA,28.41666666666666,0.6666666666666666,53345.938333333324,0.0,27,7,2022
326,53,P09AAA,18955,1R,46.047791,-119.224519,WA,15.266666666666667,10.916666666666666,54810.30333333332,0.0,29,5,2022
326,12,979933,67244,2U,26.17933,-80.30672,FL,15.266666666666667,10.916666666666666,54810.30333333332,0.0,29,5,2022
98,53,P6AAAA,135723,2U,47.43086,-122.221,WA,7.466666666666668,0.4833333333333334,37083.74333333333,0.22166666666666668,11,2,2022
187,53,P05AAA,1860,3R,46.438974,-117.951628,WA,17.099999999999998,8.0,55504.06333333333,0.0,7,6,2022
98,12,979933,115941,2U,26.17933,-80.30672,FL,7.466666666666668,0.4833333333333334,37083.74333333333,0.22166666666666668,11,2,2022
98,53,P22AAA,1045,3R,48.987198,-119.455967,WA,7.466666666666668,0.4833333333333334,37083.74333333333,0.22166666666666668,11,2,2022
98,53,P09AAA,23207,1R,46.047791,-119.224519,WA,7.466666666666668,0.4833333333333334,37083.74333333333,0.22166666666666668,11,2,2022
232,30,0W-204,2901,3R,45.428609,-105.405028,MT,15.583333333333334,3.216666666666667,39000.26666666667,0.0,19,10,2022
201,53,P09AAA,21647,1R,46.047791,-119.224519,WA,6.383333333333334,0.2333333333333333,38099.605,0.011666666666666667,17,2,2022
201,12,979933,113221,2U,26.17933,-80.30672,FL,6.383333333333334,0.2333333333333333,38099.605,0.011666666666666667,17,2,2022
232,53,P09AAA,22208,1R,46.047791,-119.224519,WA,15.583333333333334,3.216666666666667,39000.26666666667,0.0,19,10,2022
201,53,P6AAAA,134323,2U,47.43086,-122.221,WA,6.383333333333334,0.2333333333333333,38099.605,0.011666666666666667,17,2,2022
232,12,979933,116777,2U,26.17933,-80.30672,FL,15.583333333333334,3.216666666666667,39000.26666666667,0.0,19,10,2022
203,53,P22AAA,1566,3R,48.987198,-119.455967,WA,13.333333333333334,2.6999999999999997,53735.95500000001,0.05833333333333333,19,5,2022
203,53,P05AAA,1974,3R,46.438974,-117.951628,WA,13.333333333333334,2.6999999999999997,53735.95500000001,0.05833333333333333,19,5,2022
116,30,0W-204,2384,3R,45.428609,-105.405028,MT,11.866666666666665,4.716666666666666,50839.06666666666,0.0,29,4,2022
145,53,P05AAA,819,3R,46.438974,-117.951628,WA,1.4666666666666668,2.5,31881.934999999998,0.6766666666666666,25,12,2022
145,53,P22AAA,410,3R,48.987198,-119.455967,WA,1.4666666666666668,2.5,31881.934999999998,0.6766666666666666,25,12,2022
116,53,P6AAAA,141030,2U,47.43086,-122.221,WA,11.866666666666665,4.716666666666666,50839.06666666666,0.0,29,4,2022
25,53,P22AAA,1005,3R,48.987198,-119.455967,WA,7.233333333333333,12.083333333333334,31923.391666666666,0.7816666666666667,27,12,2022
25,53,P6AAAA,121668,2U,47.43086,-122.221,WA,7.233333333333333,12.083333333333334,31923.391666666666,0.7816666666666667,27,12,2022
25,53,P05AAA,1560,3R,46.438974,-117.951628,WA,7.233333333333333,12.083333333333334,31923.391666666666,0.7816666666666667,27,12,2022
157,53,P09AAA,22873,1R,46.047791,-119.224519,WA,17.783333333333335,0.6,54415.136666666665,0.0,25,5,2022
157,53,P6AAAA,133239,2U,47.43086,-122.221,WA,17.783333333333335,0.6,54415.136666666665,0.0,25,5,2022
181,53,P09AAA,20132,1R,46.047791,-119.224519,WA,0.6666666666666663,0.0,32714.103333333333,0.4083333333333334,2,12,2022
363,53,P09AAA,20649,1R,46.047791,-119.224519,WA,24.400000000000002,0.016666666666666666,47109.85666666667,0.0,4,9,2022
363,53,P05AAA,1991,3R,46.438974,-117.951628,WA,24.400000000000002,0.016666666666666666,47109.85666666667,0.0,4,9,2022
124,12,979933,98718,2U,26.17933,-80.30672,FL,15.616666666666667,9.0,55783.293333333335,0.0,13,6,2022
363,53,P22AAA,1428,3R,48.987198,-119.455967,WA,24.400000000000002,0.016666666666666666,47109.85666666667,0.0,4,9,2022
124,53,P05AAA,1815,3R,46.438974,-117.951628,WA,15.616666666666667,9.0,55783.293333333335,0.0,13,6,2022
181,53,P6AAAA,130144,2U,47.43086,-122.221,WA,0.6666666666666663,0.0,32714.103333333333,0.4083333333333334,2,12,2022
363,53,P6AAAA,115569,2U,47.43086,-122.221,WA,24.400000000000002,0.016666666666666666,47109.85666666667,0.0,4,9,2022
363,12,979933,66376,2U,26.17933,-80.30672,FL,24.400000000000002,0.016666666666666666,47109.85666666667,0.0,4,9,2022
124,53,P6AAAA,134172,2U,47.43086,-122.221,WA,15.616666666666667,9.0,55783.293333333335,0.0,13,6,2022
124,30,0W-204,1123,3R,45.428609,-105.405028,MT,15.616666666666667,9.0,55783.293333333335,0.0,13,6,2022
124,53,P22AAA,1370,3R,48.987198,-119.455967,WA,15.616666666666667,9.0,55783.293333333335,0.0,13,6,2022
124,53,P09AAA,23763,1R,46.047791,-119.224519,WA,15.616666666666667,9.0,55783.293333333335,0.0,13,6,2022
268,53,P6AAAA,132111,2U,47.43086,-122.221,WA,22.26666666666667,1.05,48157.43,0.0,29,8,2022
268,53,P22AAA,1687,3R,48.987198,-119.455967,WA,22.26666666666667,1.05,48157.43,0.0,29,8,2022
95,53,P6AAAA,119045,2U,47.43086,-122.221,WA,-6.833333333333333,1.8499999999999999,31855.37,0.525,21,12,2022
227,12,979933,99423,2U,26.17933,-80.30672,FL,26.566666666666666,2.0833333333333335,53601.48499999999,0.0,25,7,2022
227,53,P09AAA,26000,1R,46.047791,-119.224519,WA,26.566666666666666,2.0833333333333335,53601.48499999999,0.0,25,7,2022
95,53,P09AAA,20968,1R,46.047791,-119.224519,WA,-6.833333333333333,1.8499999999999999,31855.37,0.525,21,12,2022
227,53,P05AAA,2118,3R,46.438974,-117.951628,WA,26.566666666666666,2.0833333333333335,53601.48499999999,0.0,25,7,2022
268,12,979933,99576,2U,26.17933,-80.30672,FL,22.26666666666667,1.05,48157.43,0.0,29,8,2022
95,12,979933,121654,2U,26.17933,-80.30672,FL,-6.833333333333333,1.8499999999999999,31855.37,0.525,21,12,2022
95,53,P22AAA,997,3R,48.987198,-119.455967,WA,-6.833333333333333,1.8499999999999999,31855.37,0.525,21,12,2022
268,30,0W-204,2510,3R,45.428609,-105.405028,MT,22.26666666666667,1.05,48157.43,0.0,29,8,2022
95,53,P05AAA,1243,3R,46.438974,-117.951628,WA,-6.833333333333333,1.8499999999999999,31855.37,0.525,21,12,2022
143,12,979933,109772,2U,26.17933,-80.30672,FL,10.333333333333334,3.25,36635.060000000005,0.21,2,11,2022
143,30,0W-204,2692,3R,45.428609,-105.405028,MT,10.333333333333334,3.25,36635.060000000005,0.21,2,11,2022
71,53,P09AAA,24531,1R,46.047791,-119.224519,WA,21.95,1.1500000000000001,55774.05666666667,0.0,29,6,2022
71,30,0W-204,3121,3R,45.428609,-105.405028,MT,21.95,1.1500000000000001,55774.05666666667,0.0,29,6,2022
161,53,P22AAA,1199,3R,48.987198,-119.455967,WA,2.1166666666666667,0.16666666666666666,31985.495,1.7966666666666669,14,12,2022
193,53,P6AAAA,136777,2U,47.43086,-122.221,WA,27.333333333333332,0.36666666666666664,51477.168333333335,0.0,9,8,2022
193,53,P09AAA,24167,1R,46.047791,-119.224519,WA,27.333333333333332,0.36666666666666664,51477.168333333335,0.0,9,8,2022
